Ply,Move,White,Black,Score,Eval,Comment
0,[1],e4,,0.26,0.26,
1,[1],,d6,0.51,-0.25,
2,[2],d4,,0.48,-0.03,
3,[2],,Nf6,0.46,0.02,
4,[3],Bd3,,0.24,-0.22,
5,[3],,e5,0.2,0.04,
6,[4],c3,,0.37,0.17,
7,[4],,d5,0.33,0.04,
8,[5],dxe5,,0.2,-0.13,
9,[5],,Nxe4,0.39,-0.19,
10,[6],Nf3,,0.27,-0.12,
11,[6],,Nc6,0.36,-0.09,
12,[7],Nbd2,,0.36,0.0,
13,[7],,Nc5,0.25,0.11,
14,[8],Bb1,,0.11,-0.14,
15,[8],,Bg4,0.27,-0.16,
16,[9],h3,,0.19,-0.08,
17,[9],,Bh5,0.24,-0.05,
18,[10],O-O,,0.19,-0.05,
19,[10],,Be7,0.27,-0.08,
20,[11],Re1,,0.19,-0.08,
21,[11],,d4,0.13,0.06,
22,[12],Qe2,,-0.19,-0.32,
23,[12],,Qd7,0.39,-0.58,
24,[13],Nb3,,0.22,-0.17,
25,[13],,dxc3,0.51,-0.29,
26,[14],bxc3,,0.58,0.07,
27,[14],,Na4,0.89,-0.31,
28,[15],Qc4,,0.37,-0.52,
29,[15],,Nb6,0.34,0.03,
30,[16],Qf4,,0.03,-0.31,
31,[16],,Nd5,-0.41,0.44,
32,[17],Qg3,,-0.17,0.24,
33,[17],,Nxc3,-0.37,0.2,
34,[18],Bc2,,-0.15,0.22,
35,[18],,O-O-O,-0.37,0.22,
36,[19],Bb2,,-0.09,0.28,
37,[19],,Nb4,-0.14,0.05,
38,[20],e6,,-0.32,-0.18,
39,[20],,Qd5,0.47,-0.79,
40,[21],Bxc3,,-0.47,-0.94,
41,[21],,Nxc2,-0.66,0.19,
42,[22],Re5,,0.34,1.0,
43,[22],,Qd3,-1.06,1.4,Erreur
44,[23],Rxh5,,0.12,1.18,Erreur
45,[23],,Qxc3,0.0,0.12,
46,[24],Rc1,,0.13,0.13,
47,[24],,fxe6,0.05,0.08,
48,[25],Qg4,,-0.25,-0.3,
49,[25],,Ba3,0.0,-0.25,
50,[26],Qxe6+,,-1.04,-1.04,Erreur
51,[26],,Kb8,-1.21,0.17,
52,[27],Rb1,,-0.94,0.27,
53,[27],,Rhe8,-1.1,0.16,
54,[28],Qg4,,-1.1,0.0,
55,[28],,Ne1,-1.18,0.08,
56,[29],Na5,,-1.32,-0.14,
57,[29],,Nxf3+,-0.92,-0.4,
58,[30],Qxf3,,-0.88,0.04,
59,[30],,Re1+,-0.98,0.1,
60,[31],Rxe1,,-0.8,0.18,
61,[31],,Qxe1+,-0.75,-0.05,
62,[32],Kh2,,-0.84,-0.09,
63,[32],,Bd6+,-0.87,0.03,
64,[33],g3,,-0.85,0.02,
65,[33],,c6,0.0,-0.85,
66,[34],Rb5,,0.0,0.0,
67,[34],,Rf8,0.0,0.0,
68,[35],Rxb7+,,0.0,0.0,
69,[35],,Ka8,0.0,0.0,
70,[36],Rf7,,0.0,0.0,
71,[36],,Rxf7,0.0,0.0,
72,[37],Qxc6+,,0.0,0.0,
73,[37],,Kb8,0.0,0.0,
74,[38],Qxd6+,,0.0,0.0,
75,[38],,Kc8,0.0,0.0,
76,[39],Qc6+,,-0.52,-0.52,
77,[39],,Kd8,0.0,-0.52,
78,[40],Nb7+,,0.0,0.0,
79,[40],,Rxb7,0.0,0.0,
80,[41],Qxb7,,0.0,0.0,
81,[41],,Qxf2+,0.0,0.0,
82,[42],Kh1,,0.0,0.0,
83,[42],,Qf1+,0.0,0.0,
