sep=","
Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.21,0.21,
1,[1],,Nf6,0.11,0.1,
2,[2],c4,,0.17,0.06,
3,[2],,g6,0.47,-0.3,
4,[3],Nc3,,0.39,-0.08,
5,[3],,Bg7,0.52,-0.13,
6,[4],e4,,0.44,-0.08,
7,[4],,O-O,0.57,-0.13,
8,[5],Nf3,,0.44,-0.13,
9,[5],,c5,0.64,-0.2,
10,[6],d5,,0.63,-0.01,
11,[6],,Ng4,0.61,0.02,
12,[7],Ng5,,0.54,-0.07,
13,[7],,d6,0.34,0.2,
14,[8],Be2,,0.48,0.14,
15,[8],,Ne5,0.45,0.03,
16,[9],h4,,0.28,-0.17,
17,[9],,h6,0.31,-0.03,
18,[10],Nh3,,0.28,-0.03,
19,[10],,h5,0.35,-0.07,
20,[11],Ng5,,0.24,-0.11,
21,[11],,Na6,0.26,-0.02,
22,[12],a3,,0.17,-0.09,
23,[12],,Bd7,0.3,-0.13,
24,[13],Bf4,,0.35,0.05,
25,[13],,Qa5,0.46,-0.11,
26,[14],Bd2,,0.32,-0.14,
27,[14],,Qd8,0.41,-0.09,
28,[15],Rb1,,0.45,0.04,
29,[15],,Rb8,0.5,-0.05,
30,[16],O-O,,0.4,-0.1,
31,[16],,Ng4,0.56,-0.16,
32,[17],g3,,0.39,-0.17,
33,[17],,Nc7,0.41,-0.02,
34,[18],b4,,0.4,-0.01,
35,[18],,b6,0.39,0.01,
36,[19],Kg2,,0.15,-0.24,
37,[19],,Qc8,0.17,-0.02,
38,[20],Qc2,,0.24,0.07,
39,[20],,e6,0.66,-0.42,
40,[21],bxc5,,0.55,-0.11,
41,[21],,dxc5,0.93,-0.38,
42,[22],Nd1,,0.0,-0.93,
43,[22],,exd5,0.43,-0.43,
44,[23],cxd5,,0.43,0.0,
45,[23],,Qe8,0.81,-0.38,
46,[24],Bf4,,0.77,-0.04,
47,[24],,Ne5,0.68,0.09,
48,[25],Nf3,,-0.15,-0.83,
49,[25],,Nxf3,0.0,-0.15,
50,[26],Bxf3,,0.0,0.0,
51,[26],,Nb5,-0.05,0.05,
52,[27],Bxb8,,-0.07,-0.02,
53,[27],,Qxb8,-0.29,0.22,
54,[28],Qc1,,-0.43,-0.14,
55,[28],,Nd4,-0.46,0.03,
56,[29],Ne3,,-0.57,-0.11,
57,[29],,Bh6,0.13,-0.7,
58,[30],Qd1,,-0.55,-0.68,
59,[30],,Bb5,0.35,-0.9,
60,[31],Re1,,0.27,-0.08,
61,[31],,Qe5,0.65,-0.38,
62,[32],a4,,0.92,0.27,
63,[32],,Ba6,1.38,-0.46,
64,[33],Nc2,,1.24,-0.14,
65,[33],,Nxf3,1.37,-0.13,
66,[34],Qxf3,,1.33,-0.04,
67,[34],,Re8,1.56,-0.23,
68,[35],Rbd1,,1.29,-0.27,
69,[35],,Rd8,1.56,-0.27,
70,[36],Kg1,,1.11,-0.45,
71,[36],,Bc8,1.37,-0.26,
72,[37],Ne3,,0.98,-0.39,
73,[37],,Qc3,1.12,-0.14,
74,[38],Qe2,,1.28,0.16,
75,[38],,Qa3,1.8,-0.52,
76,[39],Nc4,,1.31,-0.49,
77,[39],,Qxa4,1.83,-0.52,
78,[40],Ra1,,1.99,0.16,
79,[40],,Qd7,2.18,-0.19,
80,[41],Ne5,,2.19,0.01,
81,[41],,Qh3,3.43,-1.24,Erreur
82,[42],Rxa7,,3.24,-0.19,
83,[42],,Bg7,6.23,-2.99,Erreur
84,[43],Qf3,,6.69,0.46,
