Ply,Move,White,Black,Score,Eval,Comment
0,[1],d4,,0.21,0.21,
1,[1],,Nf6,0.11,0.1,
2,[2],c4,,0.17,0.06,
3,[2],,g6,0.47,-0.3,
4,[3],Nf3,,0.5,0.03,
5,[3],,Bg7,0.47,0.03,
6,[4],g3,,0.18,-0.29,
7,[4],,O-O,0.18,0.0,
8,[5],Bg2,,0.12,-0.06,
9,[5],,d6,0.34,-0.22,
10,[6],O-O,,0.35,0.01,
11,[6],,Nc6,0.3,0.05,
12,[7],Nc3,,0.31,0.01,
13,[7],,a6,0.25,0.06,
14,[8],b3,,0.2,-0.05,
15,[8],,Rb8,0.22,-0.02,
16,[9],Bb2,,0.1,-0.12,
17,[9],,b5,0.13,-0.03,
18,[10],cxb5,,0.22,0.09,
19,[10],,axb5,0.17,0.05,
20,[11],Rc1,,0.22,0.05,
21,[11],,b4,0.22,0.0,
22,[12],Nb1,,0.1,-0.12,
23,[12],,Bb7,0.05,0.05,
24,[13],Qc2,,-0.41,-0.46,
25,[13],,Ra8,-0.29,-0.12,
26,[14],a4,,-0.45,-0.16,
27,[14],,bxa3,-0.53,0.08,
28,[15],Nxa3,,-0.55,-0.02,
29,[15],,Qb8,-0.55,0.0,
30,[16],Nc4,,-0.8,-0.25,
31,[16],,Nb4,-0.82,0.02,
32,[17],Qd2,,-0.84,-0.02,
33,[17],,Bd5,-0.82,-0.02,
34,[18],Ra1,,-0.87,-0.05,
35,[18],,Qb7,-0.87,0.0,
36,[19],Rxa8,,-0.93,-0.06,
37,[19],,Rxa8,-0.95,0.02,
38,[20],Ra1,,-1.0,-0.05,
39,[20],,Rb8,-0.56,-0.44,
40,[21],Ne1,,-1.0,-0.44,
41,[21],,Bxg2,-1.12,0.12,
42,[22],Nxg2,,-0.94,0.18,
43,[22],,c5,-0.86,-0.08,
44,[23],Nge3,,-0.93,-0.07,
45,[23],,cxd4,-0.57,-0.36,
46,[24],Bxd4,,-0.93,-0.36,
47,[24],,Ne4,-0.93,0.0,
48,[25],Qd1,,-0.8,0.13,
49,[25],,e5,0.17,-0.97,
50,[26],Ra7,,0.0,-0.17,
51,[26],,Qc6,-0.32,0.32,
52,[27],Bb2,,-0.06,0.26,
53,[27],,Re8,0.57,-0.63,
54,[28],Ra4,,0.43,-0.14,
55,[28],,Ng5,1.67,-1.24,Erreur
56,[29],f3,,0.86,-0.81,
57,[29],,d5,0.84,0.02,
58,[30],Rxb4,,0.74,-0.1,
59,[30],,dxc4,1.21,-0.47,
60,[31],Qd5,,0.5,-0.71,
61,[31],,Qxd5,0.48,0.02,
62,[32],Nxd5,,0.64,0.16,
63,[32],,cxb3,0.51,0.13,
64,[33],Rxb3,,0.51,0.0,
65,[33],,Ne6,0.5,0.01,
66,[34],Rb7,,0.41,-0.09,
67,[34],,Nc5,0.55,-0.14,
